"Energy with dietary fibre, equated (kJ)",Moisture (water) (g),Nitrogen (g),Ash (g),Alcohol (g),Fructose (g),Glucose (g),Sucrose(g),Maltose (g),Lactose (g),Total sugars (g),Added sugars (g),Free sugars (g),Starch (g),Calcium (Ca) (mg),Copper (Cu) (mg),Iodine (I) (ug),Iron (Fe) (mg),Magnesium (Mg) (mg),Manganese (Mn) (mg),Phosphorus (P) (mg),Potassium (K) (mg),Selenium (Se) (ug),Sodium (Na) (mg),Zinc (Zn) (mg),Retinol (preformed vitamin A) (ug),Beta-carotene (ug),Beta-carotene equivalents (provitamin A) (ug),Vitamin A retinol equivalents (ug),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Niacin derived from tryptophan (mg),Niacin derived equivalents (mg),Pyridoxine (B6) (mg),Cobalamin (B12) (ug),"Folate, natural (ug)",Folic acid (ug),Total folates (ug),Dietary folate equivalents (ug),Vitamin C (mg),Cholecalciferol (D3) (ug),Ergocalciferol (D2) (ug),25-hydroxy cholecalciferol (25-OH D3) (ug),25-hydroxy ergocalciferol (25-OH D2) (ug),Vitamin D3 equivalents (ug),Alpha tocopherol (mg),Vitamin E (mg),"Total saturated fatty acids, equated (%T)","Total monounsaturated fatty acids, equated (%T)",C18:2w6 (%T),C18:3w3 (%T),C20:5w3 (%T),C22:5w3 (%T),C22:6w3 (%T),"Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated (%T)","Total trans fatty acids, imputed (%T)",C16 (g),"Total saturated fatty acids, equated (g)",C18:1 (g),"Total monounsaturated fatty acids, equated (g)",C18:2w6 (g),C18:3w3 (g),C20:5w3 (mg),C22:5w3 (mg),C22:6w3 (mg),"Total polyunsaturated fatty acids, equated (g)","Total long chain omega 3 fatty acids, equated (mg)","Total trans fatty acids, imputed (mg)",Caffeine (mg),Cholesterol (mg),Tryptophan (mg/gN),Tryptophan (mg)
495,73.4,3.62,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.155,1.2,1.85,23,0.0,195,350,16.0,59,5.6,0,10,10,2,0.06,0.2,3.0,3.11,6.11,0.1,1.3,21,0,21,21,1,0.3,0,0.7,0,3.8,0.5,0.5,,,,,,,,,,,0.59,1.07,0.98,1.16,0.15,0.05,42.79,53.64,8.41,0.41,104.836,101.18,0,56,,183
563,66.2,4.7,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.105,0.8,1.1,25,0.013,250,390,23.2,51,2.9,0,0,0,0,1.2,0.0,10.4,5.84,16.24,0.59,0.4,25,0,25,25,0,0.4,0,0.0,0,0.4,0.0,0.0,34.8,38.7,17.5,0.7,0.0,0.8,0.5,25.9,1.3,0.4,0.33,0.54,0.53,0.6,0.27,0.01,0.0,12.38,7.74,0.4,20.111,6.19,0,62,73.0,343
136,90.7,0.34,0.8,0.0,1.5,1.5,0.7,0.0,0.0,3.7,0.0,0.0,0.0,33,0.05,0.5,0.7,14,0.36,34,260,0.0,17,0.3,0,242,275,46,0.05,0.08,0.4,0.28,0.68,0.07,0.0,35,0,35,35,30,0.0,0,0.0,0,0.0,0.3,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50.0,17
961,38.8,1.5,1.6,0.0,0.0,0.0,0.0,1.2,0.0,1.2,0.0,0.0,41.7,21,0.15,59.0,1.1,31,0.74,80,130,16.0,490,0.65,0,0,0,0,0.71,0.04,1.3,2.44,3.74,0.08,0.0,8,177,186,304,0,0.0,0,0.0,0,0.0,0.0,0.0,36.2,34.8,24.9,0.8,0.0,0.0,0.0,26.3,0.0,0.5,0.35,0.45,0.41,0.43,0.31,0.01,0.0,0.0,0.0,0.33,0.0,6.23,0,0,93.0,143
456,75.0,3.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.092,11.0,2.5,22,0.0,190,340,12.0,64,3.9,0,0,0,0,0.135,0.1,3.65,3.32,6.97,0.04,1.0,23,0,23,23,0,0.2,0,0.5,0,2.7,0.6,0.6,52.8,35.05,3.6,0.6,0.8,1.3,0.2,8.95,2.3,4.4,0.47,1.02,0.62,0.67,0.07,0.01,14.43,25.01,4.81,0.17,44.243,83.91,0,77,55.0,195
519,77.8,0.17,0.5,0.0,0.4,0.8,2.9,0.6,0.0,4.7,4.2,4.6,4.5,3,0.12,1.6,0.27,16,0.23,24,140,1.1,18,0.15,0,8,8,1,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,93.8,4.8,1.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.65,8.07,0.41,0.41,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0,0,38.0,6
546,72.8,3.5,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.1,1.2,2.2,23,0.0,210,300,20.0,63,3.4,9,0,0,9,0.13,0.21,4.4,3.26,7.66,0.1,0.8,17,0,17,17,0,0.0,0,0.6,0,3.0,0.4,0.4,35.43,47.64,6.1,1.1,0.5,0.9,0.2,12.48,1.684,4.4,0.79,1.52,1.9,2.05,0.26,0.04,21.22,40.34,10.94,0.54,72.5,187.79,0,70,55.0,192
2461,3.0,3.8,3.3,0.0,0.3,0.3,4.6,0.0,0.0,5.2,0.0,0.0,0.2,265,,0.0,3.75,266,,420,796,1.5,0,3.63,0,0,0,0,0.162,0.066,4.08,3.88,8.18,0.08,0.0,30,0,30,30,0,0.0,0,0.0,0,0.0,28.2,28.58,,,,,,,,,,,3.28,4.03,31.31,31.52,13.51,0.16,0.0,0.0,0.0,13.68,0.0,43.9,0,0,,228
678,65.0,5.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.098,1.7,2.77,23,0.0,258,357,14.8,47,7.11,0,12,12,2,0.03,0.08,2.98,4.38,7.36,0.02,0.1,25,0,25,25,0,0.2,0,0.1,0,0.7,0.7,0.71,,,,,,,,,,,0.7,1.24,1.44,1.68,0.15,0.03,30.25,46.39,6.86,0.37,83.498,122.85,0,77,,258
80,94.0,0.22,0.6,0.0,1.0,0.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,20,0.068,2.1,0.7,13,0.35,31,210,0.6,18,0.31,0,1210,1222,204,0.03,0.06,0.3,0.17,0.47,0.06,0.0,57,0,57,57,13,0.0,0,0.0,0,0.0,0.2,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,45.0,10
768,62.0,4.75,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.17,1.2,3.7,27,0.0,290,390,17.0,59,2.6,8,0,0,8,0.145,0.33,5.3,4.43,9.73,0.05,2.2,17,0,17,17,0,0.0,0,0.3,0,1.5,0.2,0.2,,,,,,,,,,,1.29,2.59,2.59,2.82,0.36,0.13,36.45,56.73,19.51,0.74,112.69,349.19,0,96,,260
693,69.7,3.52,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.173,1.3,1.76,21,0.0,181,342,18.2,59,6.09,4,10,10,5,0.055,0.186,2.91,3.03,5.94,0.1,1.8,20,0,20,20,1,0.4,0,0.6,0,3.55,0.5,0.52,,,,,,,,,,,1.93,3.41,3.2,3.76,0.24,0.08,46.0,55.32,8.67,0.55,109.99,376.25,0,66,,178
555,75.1,2.1,0.9,0.0,,0.3,0.0,,0.0,0.3,0.0,0.0,0.0,49,0.064,57.0,1.98,12,0.026,188,146,26.7,156,1.18,135,2,2,136,0.058,0.381,0.0,2.83,2.83,0.01,1.2,86,0,86,86,0,1.3,0,0.8,0,5.53,1.6,1.6,,,,,,,,,,,1.73,2.39,3.42,3.7,1.0,0.06,0.35,8.02,61.23,1.24,69.598,10.29,0,508,,166
1078,37.6,1.84,2.1,0.0,0.3,0.0,0.1,2.1,0.0,2.5,0.0,0.0,37.3,155,0.228,60.3,1.73,60,1.32,134,217,11.6,409,1.17,0,0,0,0,0.458,0.067,2.11,1.55,3.66,0.12,0.1,14,155,169,272,0,0.0,0,0.0,0,0.0,0.5,0.62,14.2,29.07,36.6,18.7,0.0,0.0,0.0,55.3,0.0,0.4,0.4,0.58,1.16,1.18,1.49,0.76,0.0,0.0,0.0,2.26,0.0,16.32,0,0,48.0,91
144,90.0,0.2,0.8,0.0,1.5,1.3,3.2,0.0,0.0,6.0,0.0,0.0,0.7,19,0.06,0.0,0.27,16,0.071,37,320,0.0,0,0.16,0,960,1030,172,0.05,0.05,0.0,0.21,0.21,0.0,0.0,10,0,10,10,14,0.0,0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,63.0,13
364,72.5,1.06,0.4,0.0,,,,,,2.9,0.0,0.0,6.2,13,0.2,0.0,1.0,23,0.24,78,140,2.0,9,0.6,0,29,29,5,0.11,0.0,0.6,1.14,1.74,0.02,0.0,65,0,65,65,0,0.0,0,0.0,0,0.0,0.0,0.21,14.6,24.4,51.4,8.8,0.0,0.0,0.0,60.2,0.0,0.0,0.03,0.05,0.08,0.08,0.16,0.03,0.0,0.0,0.0,0.19,0.0,0.0,0,0,63.0,67
156,86.8,0.92,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.661,0.0,0.8,20,0.134,196,643,28.6,15,0.1,0,0,0,0,0.091,0.0,5.14,1.1,6.82,0.02,0.0,28,0,28,28,0,0.0,43,0.0,0,38.86,0.0,0.0,,,,,,,,,,,0.07,0.14,0.02,0.02,0.4,0.0,0.0,0.0,0.0,0.4,0.0,6.28,0,0,,65
437,73.4,3.73,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.08,0.0,0.3,29,0.01,252,332,68.0,69,0.9,0,1,1,0,0.0,0.0,4.2,4.56,8.76,0.19,1.4,0,0,0,0,1,1.2,0,0.2,0,2.2,0.7,0.68,36.8,25.8,2.0,0.6,9.9,4.6,9.2,38.2,23.7,2.0,0.18,0.28,0.1,0.2,0.02,0.0,76.23,35.42,70.84,0.29,182.49,15.32,0,104,72.0,268
1093,56.8,4.62,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.06,0.8,0.49,23,0.006,234,314,40.4,55,2.27,0,0,0,0,0.72,0.15,10.0,5.73,15.73,0.17,0.4,14,0,14,14,0,1.1,0,0.0,0,1.14,0.0,0.05,,,,,,,,,,,3.62,5.87,6.36,6.89,1.9,0.13,0.0,28.8,22.0,2.34,50.795,69.23,0,54,,337
836,59.1,5.84,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.1,0.9,0.97,34,0.016,312,448,23.8,65,2.45,1,0,0,1,1.132,0.103,13.28,7.25,23.84,0.75,0.3,43,0,43,43,0,0.7,0,0.0,0,0.72,0.2,0.19,,,,,,,,,,,1.25,2.01,2.25,2.44,0.69,0.04,0.0,16.38,8.19,0.9,24.564,27.0,0,66,,426
218,88.7,0.1,0.2,0.0,0.7,0.7,3.1,0.6,0.0,5.1,0.0,0.0,4.2,3,,0.7,2.8,4,,19,100,0.7,10,0.5,0,17,26,4,0.01,0.04,1.0,0.13,1.13,0.16,0.0,6,0,6,6,0,0.0,0,0.0,0,0.0,0.5,0.5,37.21,11.16,44.2,14.0,0.0,0.0,0.0,58.14,0.0,0.0,,0.27,,0.08,0.32,0.1,0.0,0.0,0.0,0.42,0.0,0.0,0,0,75.0,8
1080,8.8,3.68,3.4,0.0,,,,,,0.6,0.0,0.0,3.7,176,,2.3,33.53,191,,296,770,6.3,67,2.5,0,142,142,24,0.322,0.366,1.64,5.64,7.28,0.6,0.0,57,0,57,57,3,0.0,0,0.0,0,0.0,0.0,0.02,16.84,14.65,44.8,23.7,0.0,0.0,0.0,68.51,0.0,0.0,,1.03,,0.9,2.75,1.45,0.0,0.0,0.0,4.2,0.0,0.0,0,0,90.0,332
461,73.8,3.71,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.048,0.0,0.46,26,0.008,220,426,0.0,52,1.29,0,0,0,0,0.755,0.145,6.82,4.61,11.42,0.34,0.2,36,0,36,36,0,0.4,0,0.0,0,0.4,0.2,0.17,38.0,45.05,10.8,0.5,0.2,0.4,0.4,16.3,1.02,0.4,0.39,0.62,0.67,0.74,0.18,0.01,3.6,7.37,5.73,0.27,16.708,6.55,0,48,73.0,271
180,86.2,0.16,0.3,0.0,1.8,1.5,4.8,0.0,0.0,8.1,0.0,0.0,0.0,26,0.052,0.0,0.2,9,0.034,20,150,0.0,2,0.1,0,90,100,17,0.07,0.03,0.3,0.08,0.38,0.04,0.0,24,0,24,24,44,0.0,0,0.0,0,0.0,0.4,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28.0,4
444,70.5,3.51,5.8,0.0,,,,,,0.0,0.0,0.0,0.0,872,0.131,52.0,6.1,54,0.186,690,402,97.4,794,3.29,91,0,0,91,0.08,0.176,5.53,4.18,9.71,0.21,6.8,10,0,10,10,0,5.2,0,0.1,0,5.65,0.4,0.44,,,,,,,,,,,0.36,0.59,0.18,0.32,0.02,0.01,76.03,17.11,244.09,0.42,337.234,2.69,0,162,,246
559,73.6,3.52,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,10.0,0.6,34,0.06,290,284,110.0,144,1.05,8,0,0,8,0.0,0.13,4.7,4.19,8.89,0.24,4.9,0,0,0,0,0,1.2,0,0.2,0,2.2,0.7,0.73,44.5,35.5,2.4,0.9,7.9,2.6,4.0,20.5,14.5,2.0,1.27,2.0,0.99,1.6,0.11,0.04,355.5,117.0,180.0,0.92,652.5,89.55,0,91,70.0,247
227,82.3,0.4,1.2,0.0,1.3,1.2,1.5,0.0,0.0,4.0,3.5,3.5,6.7,9,0.047,2.3,0.3,6,0.13,24,90,1.7,330,0.2,0,15,15,2,0.03,0.0,0.0,0.32,0.32,0.03,0.0,115,0,115,115,0,0.0,0,0.0,0,0.0,0.0,0.0,35.2,23.8,36.6,4.1,0.0,0.0,0.0,40.7,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,48.0,19
847,61.4,4.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.122,11.0,3.19,22,0.001,192,306,16.0,70,5.63,6,0,0,6,0.048,0.042,3.98,4.34,8.32,0.03,2.6,18,0,18,18,0,0.4,0,0.4,0,2.4,0.7,0.72,,,,,,,,,,,1.93,4.58,3.23,3.54,0.22,0.06,22.27,48.33,5.78,0.46,76.391,635.36,0,115,,255
495,75.4,3.86,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.064,1.2,1.24,24,0.0,200,360,10.0,44,3.0,0,10,10,2,0.03,0.11,3.0,3.32,6.32,0.15,0.6,21,0,21,21,1,0.3,0,0.7,0,3.8,0.9,0.9,39.62,42.56,6.1,0.5,0.7,1.5,0.2,13.66,2.497,4.2,0.48,0.83,0.79,0.9,0.13,0.01,15.76,32.51,4.34,0.29,52.607,87.56,0,35,51.0,195
574,70.2,4.46,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.08,1.2,1.7,24,0.0,240,340,19.0,38,5.7,0,10,10,2,0.03,0.11,3.0,3.84,6.84,0.19,1.3,21,0,21,21,1,0.3,0,0.7,0,3.8,0.5,0.5,38.92,42.33,6.1,1.4,1.1,1.8,0.2,14.98,3.149,3.8,0.54,0.96,0.9,1.05,0.15,0.03,27.75,44.37,5.76,0.37,77.881,93.09,0,54,51.0,226
863,51.4,1.48,2.3,0.0,,,,,,2.8,0.8,0.8,24.4,152,,6.6,1.15,22,,210,162,8.0,389,1.42,15,168,168,43,0.02,0.18,2.2,1.49,3.69,0.11,0.3,39,0,39,39,4,0.0,0,0.0,0,0.02,0.3,0.34,54.52,27.64,13.2,1.9,0.0,0.0,0.0,15.11,0.017,3.1,1.53,3.03,1.4,1.54,0.73,0.1,0.0,0.93,0.0,0.84,0.927,172.36,0,19,59.0,88
669,60.8,5.42,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.25,0.0,4.2,29,0.0,270,370,30.0,51,4.0,16,12,12,18,0.15,0.69,4.4,4.66,9.06,0.55,2.4,0,0,0,0,0,0.2,0,0.1,0,0.85,1.7,1.7,40.6,43.1,8.5,3.0,1.0,0.9,0.2,16.5,2.1,1.6,0.49,0.93,0.94,0.99,0.19,0.07,22.9,20.61,4.58,0.38,48.09,36.64,0,75,51.0,274
469,74.4,3.86,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.039,0.8,0.54,26,0.005,240,420,27.5,46,1.55,0,0,0,0,0.84,0.0,9.4,4.78,14.18,0.57,0.2,57,0,57,57,0,0.4,0,0.0,0,0.4,0.2,0.2,37.3,43.9,12.1,0.5,0.0,0.6,0.3,18.5,0.9,0.4,0.34,0.54,0.57,0.64,0.18,0.01,0.0,8.74,4.37,0.27,13.104,5.82,0,48,73.0,281
811,65.5,3.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.204,1.0,3.77,31,0.0,319,308,1.5,73,4.31,16,0,0,16,0.136,0.223,7.55,2.92,10.47,0.7,2.8,14,0,14,14,0,0.1,0,0.5,0,2.66,0.3,0.27,,,,,,,,,,,2.45,5.41,4.46,4.76,0.54,0.28,33.38,73.02,17.62,1.11,124.019,889.46,0,59,,172
752,67.3,4.22,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0.014,13.0,0.55,38,0.014,371,423,98.6,179,1.51,15,0,0,15,0.0,0.13,6.12,5.03,11.47,0.48,6.0,0,0,0,0,0,2.0,0,0.1,0,2.59,0.8,0.79,,,,,,,,,,,2.18,3.65,1.74,2.7,0.1,0.05,458.63,125.75,207.12,1.09,791.507,147.2,0,130,,296
2140,1.8,0.95,4.5,0.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,44.9,21,0.245,4.9,1.2,60,0.405,162,1250,0.3,592,1.0,0,0,0,0,0.16,0.01,1.68,0.44,2.12,0.03,0.0,67,0,67,67,23,0.0,0,0.0,0,0.0,8.6,8.63,23.55,67.12,8.4,0.3,0.0,0.0,0.0,8.76,0.0,0.3,5.69,7.5,21.25,21.39,2.66,0.1,0.0,0.0,0.0,2.79,0.0,108.35,0,0,27.0,26
1527,11.6,2.43,2.2,0.0,,,,,,3.8,0.0,0.0,51.8,147,,1.0,7.0,237,,405,508,28.0,2,2.7,0,1,1,0,0.09,0.04,0.0,3.23,3.23,0.5,0.0,82,0,82,82,4,0.0,0,0.0,0,0.0,1.0,1.0,28.1,23.4,49.2,0.8,0.0,0.0,0.0,50.0,0.0,0.0,,1.62,,1.35,2.84,0.04,0.0,0.0,0.0,2.88,0.0,0.0,0,0,78.0,190
615,71.2,3.66,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.038,0.8,0.54,25,0.005,211,402,26.0,44,1.48,2,0,0,2,0.798,0.0,9.02,4.55,13.56,0.54,0.3,54,0,54,54,0,0.7,0,0.0,0,0.74,0.2,0.18,,,,,,,,,,,1.33,2.12,2.42,2.63,0.57,0.03,0.0,8.15,4.07,0.71,12.223,27.37,0,47,,268
1205,54.3,2.78,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,0.599,14.5,0.35,32,2.558,221,291,27.9,247,0.82,8,0,0,8,0.15,0.13,3.3,3.31,6.61,0.44,2.0,0,0,0,0,1,1.6,0,0.1,0,2.1,2.6,2.63,28.2,44.24,7.3,0.8,5.1,1.8,8.0,26.69,14.862,0.5,4.1,6.24,7.52,9.79,1.61,0.19,1121.1,395.5,1772.18,5.91,3288.775,110.64,0,109,70.0,195
693,65.6,1.6,1.2,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.1,0.1,13.0,7,0.081,5.3,1.4,8,,76,120,15.0,230,1.4,0,32,32,5,0.03,0.1,1.6,1.6,3.2,0.02,3.0,42,0,42,42,0,0.1,0,0.0,0,0.28,0.0,0.0,52.7,38.6,4.7,0.5,0.0,0.2,0.0,5.7,0.2,2.5,2.61,3.86,2.57,2.82,0.34,0.04,0.0,14.63,0.0,0.42,14.63,182.88,0,110,59.0,94
1712,6.4,0.83,1.5,0.0,0.4,7.9,34.9,6.9,5.2,55.3,43.1,50.2,5.3,160,0.15,0.0,1.6,34,0.2,160,290,0.0,190,0.8,63,19,19,66,0.06,0.37,0.06,0.87,0.93,0.03,0.1,15,0,15,15,0,0.0,0,0.0,0,0.0,1.2,1.2,61.6,34.6,3.3,0.4,0.0,0.0,0.0,3.7,0.0,0.5,4.36,10.13,5.57,5.69,0.54,0.06,0.0,0.0,0.0,0.61,0.0,88.79,6,15,62.0,51
2495,1.5,4.07,3.4,0.0,0.0,0.0,8.4,0.2,0.0,8.6,4.8,4.8,5.7,54,0.616,10.0,1.72,190,1.825,358,620,13.8,477,2.84,0,0,0,0,0.105,0.12,15.9,3.36,19.26,0.12,0.0,155,0,155,155,6,0.0,0,0.0,0,0.0,7.7,8.45,18.45,68.52,12.2,0.2,0.0,0.1,0.0,12.59,0.1,0.3,4.4,8.75,31.5,32.51,5.8,0.09,0.0,47.44,0.0,5.98,47.444,161.31,0,0,49.0,198
1044,34.4,1.63,1.8,0.0,0.5,0.3,0.0,2.6,0.0,3.4,0.0,0.0,41.2,107,0.146,48.0,1.26,29,0.902,100,137,11.0,380,0.82,0,0,0,0,0.391,0.041,2.57,2.47,5.04,0.06,0.0,11,228,239,392,0,0.0,0,0.0,0,0.0,1.0,1.02,18.2,34.4,40.7,5.6,0.0,0.0,0.0,46.3,0.0,0.6,0.35,0.47,0.86,0.89,1.05,0.14,0.0,0.0,0.0,1.2,0.0,15.74,0,0,89.0,145
3699,0.1,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,1,,0.0,0.0,0,,1,0,0.0,0,0.07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.5,3.62,9.42,19.36,14.8,57.1,0.0,0.0,0.0,72.06,0.0,0.1,,9.0,,18.5,14.14,54.58,0.0,0.0,0.0,68.88,0.0,94.62,0,0,0.0,0
858,63.1,3.66,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,0.056,8.5,0.47,29,0.019,277,388,31.3,36,0.73,22,0,0,22,0.0,0.12,3.15,4.36,7.51,0.42,1.9,0,0,0,0,0,1.6,0,0.1,0,2.1,3.2,3.27,26.81,37.99,9.5,1.2,8.6,2.4,7.7,34.2,18.622,0.9,1.9,3.06,3.26,4.33,1.08,0.14,979.13,269.95,874.43,3.9,2123.512,102.63,0,70,70.0,257
1415,26.2,0.82,1.5,0.0,0.0,0.0,32.0,0.0,1.0,33.1,31.9,31.9,15.6,39,0.101,7.7,1.57,31,0.387,133,217,6.6,290,0.49,12,0,0,12,0.096,0.06,0.16,0.64,0.79,0.06,0.3,22,0,22,22,0,0.0,0,0.0,0,0.0,3.6,3.95,30.29,47.3,17.2,4.8,0.0,0.0,0.0,22.1,0.058,0.2,1.25,4.01,6.14,6.26,2.28,0.64,0.0,0.0,7.68,2.93,7.682,22.52,7,24,46.0,38
717,64.1,4.22,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.024,3.0,0.43,40,0.012,233,473,40.2,76,0.49,24,0,0,24,0.0,0.156,4.1,5.03,9.34,0.52,2.3,0,0,0,0,0,13.2,0,0.0,0,13.19,3.6,3.58,,,,,,,,,,,1.07,1.64,1.45,1.96,0.45,0.07,294.76,105.4,343.71,1.49,743.874,157.55,0,118,,296
272,81.6,0.37,0.8,0.0,0.0,0.3,0.2,0.0,0.0,0.6,0.0,0.0,12.2,4,,0.0,0.6,20,,54,513,0.0,3,0.35,0,0,0,0,0.09,0.03,1.25,0.47,1.72,0.11,0.0,14,0,14,14,15,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,75.0,28
1108,58.8,0.16,0.2,0.0,0.0,3.8,11.7,0.0,0.8,16.3,16.2,16.2,1.4,17,0.0,0.0,0.0,2,0.0,20,24,6.0,57,0.14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,94.2,5.3,0.4,0.0,0.0,0.0,0.0,0.4,0.0,1.5,1.91,19.34,1.09,1.09,0.08,0.0,0.0,0.0,0.0,0.08,0.0,308.03,0,0,0.0,0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.0,0.01,0,,0,0,0.3,0,0.01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,32.3,32.3,24.0,41.5,33.1,1.2,0.0,0.0,0.0,34.3,0.0,0.4,18.83,22.94,38.91,39.67,31.64,1.15,0.0,0.0,0.0,32.79,0.0,382.4,0,0,0.0,0
298,79.8,1.69,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,148,1.272,162.1,3.47,74,0.371,183,235,57.3,491,20.25,3,14,14,6,0.0,0.37,2.0,2.02,4.02,0.09,15.0,23,0,23,23,0,1.6,0,0.1,0,2.1,0.9,0.94,36.32,11.64,2.1,2.7,13.3,1.8,18.2,51.34,33.264,0.0,0.4,0.63,0.09,0.2,0.04,0.05,230.1,31.18,315.51,0.89,576.789,0.0,0,76,70.0,119
1428,30.2,0.82,1.5,0.0,,,,,,31.2,23.8,23.8,14.0,39,,9.6,0.84,22,,178,215,6.2,357,0.51,85,2462,3098,601,0.066,0.069,0.4,1.07,1.49,0.06,0.1,25,0,25,25,1,0.3,0,0.1,0,0.84,0.5,0.59,,,,,,,,,,,,8.23,,3.32,2.54,0.4,0.04,1.34,7.69,2.96,9.075,270.83,0,87,,63
448,74.6,3.94,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,,1.2,3.3,25,,206,297,9.0,41,1.93,0,10,10,2,0.04,0.2,5.97,3.38,9.36,0.53,1.7,8,0,8,8,0,0.2,0,0.1,0,0.7,0.9,0.9,44.5,33.4,10.4,3.6,1.6,1.9,0.2,21.7,3.7,3.8,0.13,0.33,0.23,0.24,0.08,0.03,11.72,13.92,1.46,0.16,27.114,27.87,0,46,51.0,199
